species,common_name,status,url
Asio flammeus,Short-eared owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947965/Asio_flammeus_tsk64q.png
Chlidonias niger,Black tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947970/Chlidonias_niger_dpdkgd.png
Picus viridis,European green woodpecker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948039/Picus_viridis_xmzkte.png
Columba oenas,Stock dove,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947972/Columba_oenas_dvroru.png
Himantopus himantopus,Black-winged stilt,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948021/Himantopus_himantopus_pyyduk.png
Acrocephalus scirpaceus,Common reed warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948054/Acrocephalus_scirpaceus_jpyey4.png
Luscinia svecica,Bluethroat,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Luscinia_svecica_qzfixl.png
Plectrophenax nivalis,Snow bunting,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Plectrophenax_nivalis_reyygz.png
Alca torda,Razorbill,Extinct,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947964/Alca_torda_swxvi2.png
Anthus petrosus,European rock pipit,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947985/Anthus_petrosus_xhisnm.png
Alle alle,Unknown,Unknown,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947969/Alle_alle_afqgha.png
Certhia familiaris,Eurasian treecreeper,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Certhia_familiaris_vrwfmj.png
Clangula hyemalis,Long-tailed duck,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948009/Clangula_hyemalis_unfna9.png
Apus pallidus,Pallid swift,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Apus_pallidus_irmpnt.png
Pandion haliaetus,Osprey,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948034/Pandion_haliaetus_cacqhx.png
Turdus iliacus,Redwing,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947997/Turdus_iliacus_jnz3xb.png
Asio otus,Unknown,Unknown,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947997/Asio_otus_sndbxb.png
Anser fabalis,Taiga bean goose,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Anser_fabalis_d3mw1b.png
Coturnix coturnix,Common quail,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Coturnix_coturnix_ocx5gw.png
Phylloscopus sibillatrix,Wood warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948039/Phylloscopus_sibillatrix_xivllg.png
Calidris minuta,Little stint,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948004/Calidris_minuta_avuro3.png
Limosa lapponica,Bar-tailed godwit,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Limosa_lapponica_f0kqa6.png
Streptopelia orientalis,Oriental turtle dove,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Streptopelia_orientalis_ab5w1d.png
Egretta garzetta,Little egret,Extinct,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947973/Egretta_garzetta_psths2.png
Cygnus atratus,Black swan,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948012/Cygnus_atratus_c0xlq3.png
Carpodacus erythrinus,Common rosefinch,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948005/Carpodacus_erythrinus_bpzyyt.png
Lanius excubitor,Great grey shrike,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Lanius_excubitor_cudtvr.png
Milvus migrans,Black kite,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948030/Milvus_migrans_jb9eer.png
Caprimulgus europaeus,European nightjar,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947969/Caprimulgus_europaeus_mljrty.png
Netta rufina,Red-crested pochard,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947984/Netta_rufina_r6pl6h.png
Ciconia ciconia,White stork,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948008/Ciconia_ciconia_yvd3fe.png
Saxicola rubetra,Whinchat,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948044/Saxicola_rubetra_fdgcpn.png
Dryobates minor,Lesser spotted woodpecker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947973/Dryobates_minor_chwqtc.png
Bombycilla garrulus,Bohemian waxwing,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947999/Bombycilla_garrulus_mniip0.png
Calidris melanotos,Pectoral sandpiper,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948004/Calidris_melanotos_npx7ol.png
Branta bernicla,Brant (goose),Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947966/Branta_bernicla_qnrlck.png
Podiceps nigricollis,Black-necked grebe,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948041/Podiceps_nigricollis_anlxwo.png
Aythya collaris,Ring-necked duck,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947965/Aythya_collaris_uwxaeg.png
Gavia immer,Common loon,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948019/Gavia_immer_dnmcsf.png
Turdus torquatus,Ring ouzel,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948051/Turdus_torquatus_ttf2hq.png
Loxia pytyopsittacus,Parrot crossbill,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948027/Loxia_pytyopsittacus_oqizyn.png
Eremophila alpestris,Horned lark,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947974/Eremophila_alpestris_n8xcmn.png
Acrocephalus dumetorum,Blyth's reed warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947962/Acrocephalus_dumetorum_wsruiy.png
Dryocopus martius,Black woodpecker,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947974/Dryocopus_martius_vdzrn7.png
Oenanthe hispanica,Western black-eared wheatear,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Oenanthe_hispanica_wv5rii.png
Melanitta americana,Black scoter,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Melanitta_americana_mshuyk.png
Phoenicurus ochruros,Black redstart,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phoenicurus_ochruros_vnaqih.png
Jynx torquilla,Eurasian wryneck,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Jynx_torquilla_gyrvuf.png
Locustella fluviatilis,River warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948026/Locustella_fluviatilis_jh4fdr.png
Oriolus oriolus,Eurasian golden oriole,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Oriolus_oriolus_lqkv30.png
Glareola maldivarum,Oriental pratincole,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Glareola_maldivarum_a1w1yp.png
Anser serrirostris,Tundra bean goose,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947982/Anser_serrirostris_cfpire.png
Porzana pusilla,Baillon's crake,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Porzana_pusilla_eo7hed.png
Ficedula parva,Red-breasted flycatcher,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948017/Ficedula_parva_mkcmjz.png
Aquila nipalensis,Steppe eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Aquila_nipalensis_mkvsej.png
Remiz pendulinus,Eurasian penduline tit,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948043/Remiz_pendulinus_hp4y3v.png
Pastor roseus,Rosy starling,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948035/Pastor_roseus_zclqw1.png
Somateria spectabilis,King eider,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948045/Somateria_spectabilis_qrj5u0.png
Nucifraga caryocatactes,Northern nutcracker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947985/Nucifraga_caryocatactes_nj6nfr.png
Phylloscopus proregulus,Pallas's leaf warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948038/Phylloscopus_proregulus_wwu2vx.png
Circus pygargus,Montagu's harrier,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948009/Circus_pygargus_xn5ire.png
Stercorarius longicaudus,Long-tailed jaeger,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Stercorarius_longicaudus_uf0r6l.png
Larus michahellis,Yellow-legged gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948025/Larus_michahellis_numibb.png
Podiceps auritus,Horned grebe,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948040/Podiceps_auritus_awzivb.png
Phylloscopus humei,Hume's leaf warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948038/Phylloscopus_humei_pxfbgy.png
Alopochen aegyptiaca,Egyptian goose,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947970/Alopochen_aegyptiaca_vvkkcr.png
Charadrius morinellus,Eurasian dotterel,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Charadrius_morinellus_ihu9bo.png
Oxyura leucocephala,White-headed duck,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Oxyura_leucocephala_ilrwkj.png
Aix galericulata,Mandarin duck,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948055/Aix_galericulata_x9rple.png
Anthus cervinus,Red-throated pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947984/Anthus_cervinus_ywzu4d.png
Ciconia nigra,Black stork,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948008/Ciconia_nigra_ppbqjz.png
Acrocephalus arundinaceus,Great reed warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947962/Acrocephalus_arundinaceus_pwzrxk.png
Poecile montanus,Willow tit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948041/Poecile_montanus_dxdchx.png
Falco rusticolus,Gyrfalcon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947975/Falco_rusticolus_eusaum.png
Anthus richardi,Richard's pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Anthus_richardi_wa9fud.png
Corvus corone,Carrion crow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Corvus_corone_ys3zee.png
Larus hyperboreus,Glaucous gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Larus_hyperboreus_ah2xbz.png
Gavia adamsii,Yellow-billed loon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948019/Gavia_adamsii_cf2qv0.png
Falco vespertinus,Red-footed falcon,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947976/Falco_vespertinus_mvollw.png
Pluvialis dominica,American golden plover,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Pluvialis_dominica_i0luhv.png
Anser caerulescens,Snow goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Anser_caerulescens_aiyvyj.png
Phalaropus tricolor,Wilson's phalarope,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948037/Phalaropus_tricolor_rfldm9.png
Bubo bubo,Eurasian eagle-owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948000/Bubo_bubo_g51nxe.png
Plegadis falcinellus,Glossy ibis,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Plegadis_falcinellus_ticilp.png
Dendrocoptes medius,Middle spotted woodpecker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Dendrocoptes_medius_f5wvcp.png
Calcarius lapponicus,Lapland longspur,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948002/Calcarius_lapponicus_ibjxvg.png
Circus macrourus,Pallid harrier,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948009/Circus_macrourus_j7rhpd.png
Sylvia nisoria,Barred warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Sylvia_nisoria_nei8hv.png
Gyps fulvus,Eurasian griffon vulture,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948021/Gyps_fulvus_vjyzsa.png
Falco naumanni,Lesser kestrel,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948016/Falco_naumanni_j2yykq.png
Calidris subruficollis,Buff-breasted sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948004/Calidris_subruficollis_todrer.png
Merops apiaster,European bee-eater,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947983/Merops_apiaster_jlxm4q.png
Tringa melanoleuca,Greater yellowlegs,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948050/Tringa_melanoleuca_rfa48g.png
Falco sparverius,American kestrel,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948016/Falco_sparverius_exibjo.png
Melanitta perspicillata,Surf scoter,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948029/Melanitta_perspicillata_lwbcnh.png
Phalaropus fulicarius,Red phalarope,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948036/Phalaropus_fulicarius_ojxn7y.png
Microcarbo pygmaeus,Pygmy cormorant,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947983/Microcarbo_pygmaeus_scdxl5.png
Aegolius funereus,Boreal owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948054/Aegolius_funereus_jdm5l5.png
Oxyura jamaicensis,Ruddy duck,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Oxyura_jamaicensis_jekd2c.png
Tadorna ferruginea,Ruddy shelduck,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947995/Tadorna_ferruginea_qemgwk.png
Calidris falcinellus,Broad-billed sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948002/Calidris_falcinellus_icf1kl.png
Serinus serinus,European serin,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948044/Serinus_serinus_ikhsd2.png
Saxicola maurus,Siberian stonechat,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948044/Saxicola_maurus_sdcbxr.png
Calidris bairdii,Baird's sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948002/Calidris_bairdii_dbvepc.png
Pinicola enucleator,Pine grosbeak,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948039/Pinicola_enucleator_jazsrw.png
Oceanodroma leucorhoa,Leach's storm petrel,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Oceanodroma_leucorhoa_xbkg4k.png
Curruca subalpina,Moltoni's warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948012/Curruca_subalpina_wtic40.png
Cairina moschata,Muscovy duck,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Cairina_moschata_czvdxp.png
Curruca cantillans,Eastern subalpine warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Curruca_cantillans_pvssbo.png
Anser indicus,Bar-headed goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Anser_indicus_pahzok.png
Locustella luscinioides,Savi's warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948026/Locustella_luscinioides_jxsojk.png
Aquila pomarina,Lesser spotted eagle,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Aquila_pomarina_g1fy1x.png
Phylloscopus fuscatus,Dusky warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phylloscopus_fuscatus_omkfag.png
Aquila fasciata,Bonelli's eagle,Extinct,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Aquila_fasciata_v90exx.png
Bubulcus ibis,Western cattle egret,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948000/Bubulcus_ibis_xcivzz.png
Burhinus oedicnemus,Eurasian stone-curlew,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947967/Burhinus_oedicnemus_kkzqz5.png
Falco cherrug,Saker falcon,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948016/Falco_cherrug_p3bhkz.png
Glareola pratincola,Collared pratincole,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Glareola_pratincola_bxm7uy.png
Chlidonias leucopterus,White-winged tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chlidonias_leucopterus_byv4gp.png
Puffinus griseus,Sooty shearwater,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948043/Puffinus_griseus_w3xtoa.png
Fratercula arctica,Atlantic puffin,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947976/Fratercula_arctica_s7zaoz.png
Bucephala albeola,Bufflehead,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Bucephala_albeola_rsm39w.png
Larus glaucoides,Iceland gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948025/Larus_glaucoides_ubdmgf.png
Branta ruficollis,Red-breasted goose,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948000/Branta_ruficollis_zxm6uy.png
Chlidonias hybrida,Whiskered tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chlidonias_hybrida_sikyk5.png
Surnia ulula,Northern hawk-owl,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Surnia_ulula_be2p1s.png
Mareca americana,American wigeon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947982/Mareca_americana_pwf7nj.png
Elanus caeruleus,Black-winged kite,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948013/Elanus_caeruleus_d6uqdr.png
Puffinus puffinus,Unknown,Unknown,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947991/Puffinus_puffinus_imaply.png
Galerida cristata,Crested lark,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948018/Galerida_cristata_yz6fne.png
Zonotrichia albicollis,White-throated sparrow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947998/Zonotrichia_albicollis_igpczm.png
Upupa epops,Eurasian hoopoe,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948052/Upupa_epops_w1apcc.png
Gavia pacifica,Pacific loon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948019/Gavia_pacifica_ltv2hj.png
Setophaga aestiva,Yellow warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948044/Setophaga_aestiva_vc50yv.png
Lophodytes cucullatus,Hooded merganser,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948027/Lophodytes_cucullatus_ddbtu8.png
Melanitta stejnegeri,Stejneger's scoter,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948029/Melanitta_stejnegeri_yh3tvx.png
Phalacrocorax aristotelis,European shag,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948036/Phalacrocorax_aristotelis_n2k57d.png
Melopsittacus undulatus,Budgerigar,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948029/Melopsittacus_undulatus_xdlrmh.png
Stercorarius pomarinus,Pomarine jaeger,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948046/Stercorarius_pomarinus_gjhkw7.png
Xema sabini,Sabine's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947998/Xema_sabini_hdkeej.png
Turdus atrogularis,Black-throated thrush,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947996/Turdus_atrogularis_vlfdyd.png
Hieraaetus pennatus,Booted eagle,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Hieraaetus_pennatus_sov3w6.png
Passerina cyanea,Indigo bunting,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948034/Passerina_cyanea_ta08zr.png
Grus canadensis,Sandhill crane,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Grus_canadensis_frzbvp.png
Phylloscopus schwarzi,Radde's warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phylloscopus_schwarzi_mtdrw4.png
Prunella montanella,Siberian accentor,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Prunella_montanella_qwdr8l.png
Luscinia megarhynchos,Common nightingale,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Luscinia_megarhynchos_cjwsr6.png
Emberiza hortulana,Ortolan bunting,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_hortulana_hbyvp5.png
Cisticola juncidis,Zitting cisticola,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947971/Cisticola_juncidis_njnnoe.png
Lanius senator,Woodchat shrike,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Lanius_senator_pdufnd.png
Motacilla tschutschensis,Eastern yellow wagtail,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948031/Motacilla_tschutschensis_dsnn5t.png
Athene noctua,Little owl,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947965/Athene_noctua_bw22kr.png
Emberiza pusilla,Little bunting,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_pusilla_u5qmrp.png
Aythya affinis,Lesser scaup,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947996/Aythya_affinis_yfqd0l.png
Nycticorax nycticorax,Black-crowned night heron,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Nycticorax_nycticorax_h241ug.png
Phylloscopus bonelli,Western Bonelli's warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948037/Phylloscopus_bonelli_oqmucp.png
Gypaetus barbatus,Bearded vulture,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948020/Gypaetus_barbatus_k3sqto.png
Anser erythropus,Lesser white-fronted goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947979/Anser_erythropus_wdazkx.png
Aquila clanga,Greater spotted eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Aquila_clanga_ajn5qi.png
Psittacula krameri,Rose-ringed parakeet,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Psittacula_krameri_mtclt6.png
Sula leucogaster,Brown booby,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Sula_leucogaster_fl0cwy.png
Geronticus eremita,Northern bald ibis,Extinct,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Geronticus_eremita_deeodt.png
Tringa flavipes,Lesser yellowlegs,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948049/Tringa_flavipes_nqbik0.png
Sibirionetta formosa,Baikal teal,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Sibirionetta_formosa_lg2b54.png
Circaetus gallicus,Short-toed snake eagle,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948008/Circaetus_gallicus_yuiatx.png
Monticola saxatilis,Common rock thrush,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947984/Monticola_saxatilis_pszp9k.png
Actitis macularius,Spotted sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948053/Actitis_macularius_zyriki.png
Streptopelia turtur,European turtle dove,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Streptopelia_turtur_zzpaqj.png
Phylloscopus trochiloides,Greenish warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948039/Phylloscopus_trochiloides_nkmo29.png
Lanius minor,Lanius,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947979/Lanius_minor_okw7d7.png
Apus caffer,White-rumped swift,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947987/Apus_caffer_tymt4o.png
Gallinago media,Great snipe,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947976/Gallinago_media_h8gey1.png
Melanocorypha bimaculata,Bimaculated lark,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948029/Melanocorypha_bimaculata_xwunj0.png
Turdus eunomus,Dusky thrush,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948050/Turdus_eunomus_kxobkl.png
Phylloscopus plumbeitarsus,Two-barred warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phylloscopus_plumbeitarsus_krsjfo.png
Loxia leucoptera,Two-barred crossbill,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947982/Loxia_leucoptera_hdwtyy.png
Serinus canaria,Atlantic canary,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Serinus_canaria_pzrlb7.png
Glareola nordmanni,Black-winged pratincole,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948020/Glareola_nordmanni_rc8v51.png
Glaucidium passerinum,Eurasian pygmy owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Glaucidium_passerinum_ukeqd4.png
Branta hutchinsii,Cackling goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948000/Branta_hutchinsii_pu7jid.png
Nymphicus hollandicus,Cockatiel,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Nymphicus_hollandicus_d4krb1.png
Pagophila eburnea,Ivory gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Pagophila_eburnea_blnemc.png
Vanellus leucurus,White-tailed lapwing,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948052/Vanellus_leucurus_rfzxml.png
Emberiza chrysophrys,Emberiza,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_chrysophrys_sojdsq.png
Tringa stagnatilis,Marsh sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948050/Tringa_stagnatilis_dsnbpa.png
Curruca melanocephala,Sardinian warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Curruca_melanocephala_dpabf5.png
Phylloscopus ibericus,Iberian chiffchaff,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phylloscopus_ibericus_nhu8ep.png
Lanius phoenicuroides,Lanius,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Lanius_phoenicuroides_skn26a.png
Mareca sibilatrix,Chiloé wigeon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Mareca_sibilatrix_qbqhcl.png
Emberiza cirlus,Cirl bunting,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_cirlus_jaaser.png
Calandrella brachydactyla,Greater short-toed lark,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Calandrella_brachydactyla_angiks.png
