species,common_name,status,url
Iduna pallida,Eastern olivaceous warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Iduna_pallida_guobmc.png
Motacilla citreola,Citrine wagtail,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948031/Motacilla_citreola_qf3bvw.png
Gelochelidon nilotica,Gull-billed tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Gelochelidon_nilotica_hb8hlb.png
Cecropis semirufa,Red-breasted swallow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948005/Cecropis_semirufa_a1lp3c.png
Oenanthe pleschanka,Pied wheatear,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Oenanthe_pleschanka_v6gdwg.png
Prunella atrogularis,Black-throated accentor,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Prunella_atrogularis_tdr9of.png
Bubo scandiacus,Snowy owl,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947966/Bubo_scandiacus_ekvtbm.png
Anthus hodgsoni,Olive-backed pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947963/Anthus_hodgsoni_vddn9d.png
Buteo rufinus,Long-legged buzzard,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Buteo_rufinus_irqzmz.png
Calidris himantopus,Stilt sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948003/Calidris_himantopus_ejguny.png
Polysticta stelleri,Steller's eider,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948041/Polysticta_stelleri_smgbs9.png
Hydrobates pelagicus,European storm petrel,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948022/Hydrobates_pelagicus_s4yfdk.png
Bucanetes githagineus,Trumpeter finch,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Bucanetes_githagineus_soyj5d.png
Ardeola ralloides,Squacco heron,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Ardeola_ralloides_funzxf.png
Emberiza leucocephalos,Emberiza,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_leucocephalos_kmbxf8.png
Aix sponsa,Wood duck,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948055/Aix_sponsa_czjlgx.png
Anas rubripes,American black duck,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947973/Anas_rubripes_ck4w9f.png
Emberiza rustica,Rustic bunting,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_rustica_zaoqex.png
Xenus cinereus,Terek sandpiper,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948053/Xenus_cinereus_d2ysvk.png
Larus delawarensis,Ring-billed gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Larus_delawarensis_oy2dqx.png
Spatula discors,Blue-winged teal,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948045/Spatula_discors_icdfuf.png
Porzana parva,Little crake,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948041/Porzana_parva_wt5ivz.png
Calidris fuscicollis,White-rumped sandpiper,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948003/Calidris_fuscicollis_tdmzep.png
Tarsiger cyanurus,Red-flanked bluetail,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Tarsiger_cyanurus_rwvoxq.png
Ichthyaetus audouinii,Audouin's gull,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948022/Ichthyaetus_audouinii_itxhtk.png
Oenanthe leucopyga,White-crowned wheatear,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Oenanthe_leucopyga_ch9mww.png
Limnodromus scolopaceus,Long-billed dowitcher,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Limnodromus_scolopaceus_f34onk.png
Carpodacus sibiricus,Siberian long-tailed rosefinch,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948005/Carpodacus_sibiricus_q9vgau.png
Oenanthe deserti,Desert wheatear,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Oenanthe_deserti_v0mvr6.png
Otus scops,Scops owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Otus_scops_ebpk1e.png
Anthus campestris,Tawny pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947983/Anthus_campestris_oievyb.png
Zoothera aurea,White's thrush,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947998/Zoothera_aurea_lldrez.png
Emberiza buchanani,Emberiza,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948013/Emberiza_buchanani_awdrdn.png
Aquila heliaca,Eastern imperial eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Aquila_heliaca_norl3j.png
Lanius schach,Long-tailed shrike,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Lanius_schach_plliil.png
Rhodostethia rosea,Ross's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947991/Rhodostethia_rosea_mcsinq.png
Pluvialis fulva,Pacific golden plover,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948040/Pluvialis_fulva_pfral6.png
Oenanthe isabellina,Isabelline wheatear,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947985/Oenanthe_isabellina_amxeea.png
Calidris acuminata,Sharp-tailed sandpiper,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948002/Calidris_acuminata_gdogzv.png
Pelecanus crispus,Dalmatian pelican,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948035/Pelecanus_crispus_gyzpyk.png
Marmaronetta angustirostris,Marbled duck,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Marmaronetta_angustirostris_n8wh3a.png
Calonectris diomedea,Scopoli's shearwater,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947968/Calonectris_diomedea_fxeomy.png
Ficedula albicollis,Collared flycatcher,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948017/Ficedula_albicollis_uyc4ya.png
Vanellus spinosus,Spur-winged lapwing,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947997/Vanellus_spinosus_rdmtpl.png
Phylloscopus borealis,Arctic warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948037/Phylloscopus_borealis_wrhekk.png
Botaurus lentiginosus,American bittern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947999/Botaurus_lentiginosus_y5ngxl.png
Acrocephalus paludicola,Aquatic warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947962/Acrocephalus_paludicola_ukooam.png
Ardea purpurea,Purple heron,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Ardea_purpurea_aynt68.png
Thalassarche melanophris,Black-browed albatross,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948049/Thalassarche_melanophris_p79lej.png
Anser cygnoides,Swan goose,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947979/Anser_cygnoides_kxtubo.png
Haliaeetus pelagicus,Steller's sea eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948021/Haliaeetus_pelagicus_cysxtm.png
Anthus godlewskii,Blyth's pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947984/Anthus_godlewskii_ydvjxa.png
Chroicocephalus philadelphia,Bonaparte's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chroicocephalus_philadelphia_vp0tzw.png
Vireo olivaceus,Red-eyed vireo,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948052/Vireo_olivaceus_vobmtp.png
Locustella lanceolata,Lanceolated warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Locustella_lanceolata_blhdxo.png
Emberiza cineracea,Emberiza,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_cineracea_cw50ay.png
Leucophaeus atricilla,Laughing gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948026/Leucophaeus_atricilla_ljx9ms.png
Larus glaucescens,Glaucous-winged gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948024/Larus_glaucescens_po7tm4.png
Larvivora sibilans,Rufous-tailed robin,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948025/Larvivora_sibilans_eafiuw.png
Coracias garrulus,European roller,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948010/Coracias_garrulus_uokusu.png
Pelecanus onocrotalus,Great white pelican,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948035/Pelecanus_onocrotalus_lq81jp.png
Syrmaticus reevesii,Reeves's pheasant,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Syrmaticus_reevesii_inqdpm.png
Sterna dougallii,Roseate tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Sterna_dougallii_ggmfpp.png
Onychoprion anaethetus,Bridled tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Onychoprion_anaethetus_wqmfmo.png
Prunella collaris,Alpine accentor,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947991/Prunella_collaris_th2o5d.png
Acrocephalus agricola,Paddyfield warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947962/Acrocephalus_agricola_akcgk1.png
Tachymarptis melba,Alpine swift,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947995/Tachymarptis_melba_gqcxfl.png
Cygnus melancoryphus,Black-necked swan,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948013/Cygnus_melancoryphus_esjreq.png
Sylvia nana,Asian desert warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Sylvia_nana_fbbava.png
Zenaida macroura,Mourning dove,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948053/Zenaida_macroura_eko05v.png
Cettia cetti,Cetti's warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Cettia_cetti_q925zl.png
Alectoris rufa,Red-legged partridge,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947967/Alectoris_rufa_rs0r43.png
Threskiornis aethiopicus,African sacred ibis,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947995/Threskiornis_aethiopicus_fyjk12.png
Gyps rueppellii,Rüppell's vulture,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Gyps_rueppellii_ibfpc6.png
Vanellus gregarius,Sociable lapwing,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947997/Vanellus_gregarius_yy8g0m.png
Iduna caligata,Booted warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947979/Iduna_caligata_da5glz.png
Cyanopica cooki,Iberian magpie,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947973/Cyanopica_cooki_m7f2x5.png
Sturnus unicolor,Spotless starling,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Sturnus_unicolor_q4dx49.png
Phylloscopus griseolus,Sulphur-bellied warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948038/Phylloscopus_griseolus_s2b3l3.png
Hippolais polyglotta,Melodious warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Hippolais_polyglotta_qo5kgg.png
Catharus ustulatus,Swainson's thrush,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947969/Catharus_ustulatus_igstey.png
Curruca iberiae,Western subalpine warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Curruca_iberiae_azmzcr.png
Cecropis daurica,Eastern red-rumped swallow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947969/Cecropis_daurica_n9wjco.png
Anthropoides virgo,Demoiselle crane,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947982/Anthropoides_virgo_nk5vgi.png
Emberiza melanocephala,Black-headed bunting,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_melanocephala_gmuyyg.png
Melanitta deglandi,White-winged scoter,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947983/Melanitta_deglandi_pgyybf.png
Chloephaga picta,Upland goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chloephaga_picta_hvujee.png
Uria lomvia,Thick-billed murre,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948052/Uria_lomvia_lmnuol.png
Grus japonensis,Red-crowned crane,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948020/Grus_japonensis_g5pvef.png
Calidris pusilla,Semipalmated sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948004/Calidris_pusilla_z0xbmz.png
Phoenicopterus roseus,Greater flamingo,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phoenicopterus_roseus_ve6v6g.png
Aegypius monachus,Cinereous vulture,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948055/Aegypius_monachus_bltsn3.png
Emberiza cia,Rock bunting,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_cia_u3mlnz.png
Clamator glandarius,Great spotted cuckoo,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948009/Clamator_glandarius_dfzsid.png
Emberiza bruniceps,Red-headed bunting,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_bruniceps_h1be44.png
Calidris ruficollis,Red-necked stint,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947968/Calidris_ruficollis_iuceue.png
Lanius cristatus,Brown shrike,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Lanius_cristatus_exkfio.png
Sylvia sarda,Marmora's warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Sylvia_sarda_mckxrw.png
Picoides tridactylus,Eurasian three-toed woodpecker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Picoides_tridactylus_c7uewq.png
Setophaga striata,Blackpoll warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Setophaga_striata_ybol3k.png
Charadrius asiaticus,Caspian plover,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Charadrius_asiaticus_k8djky.png
Charadrius leschenaultii,Greater sand plover,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Charadrius_leschenaultii_xbigpt.png
Bartramia longicauda,Upland sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947999/Bartramia_longicauda_rdaur4.png
Pelecanus rufescens,Pink-backed pelican,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948035/Pelecanus_rufescens_eksfwg.png
Phoeniconaias minor,Lesser flamingo,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948037/Phoeniconaias_minor_hedt0o.png
Apus pacificus,Pacific swift,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Apus_pacificus_kqkxpq.png
Chroicocephalus genei,Slender-billed gull,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947970/Chroicocephalus_genei_dyehcu.png
Psittacula eupatria,Alexandrine parakeet,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Psittacula_eupatria_bbmhr8.png
Chrysolophus pictus,Golden pheasant,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chrysolophus_pictus_pn9mci.png
Spatula cyanoptera,Cinnamon teal,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Spatula_cyanoptera_nvwkq6.png
Ficedula albicilla,Taiga flycatcher,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948017/Ficedula_albicilla_p6mpuf.png
Apus affinis,Little swift,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947987/Apus_affinis_q17skn.png
Myiopsitta monachus,Monk parakeet,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947985/Myiopsitta_monachus_pywf5n.png
Phylloscopus nitidus,Green warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948038/Phylloscopus_nitidus_c0jfxp.png
Puffinus gravis,Great shearwater,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948043/Puffinus_gravis_qqpzsi.png
Ichthyaetus ichthyaetus,Pallas's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948022/Ichthyaetus_ichthyaetus_leekh4.png
Hirundapus caudacutus,White-throated needletail,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Hirundapus_caudacutus_jnc6b8.png
Catharus guttatus,Hermit thrush,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948005/Catharus_guttatus_lsc3cf.png
Pernis ptilorhynchus,Crested honey buzzard,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947987/Pernis_ptilorhynchus_ylr4ki.png
Falco eleonorae,Eleonora's falcon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948016/Falco_eleonorae_kfiw9o.png
Corvus albus,Pied crow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947972/Corvus_albus_kjmw4w.png
Ara militaris,Military macaw,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Ara_militaris_pjfah3.png
Haliaeetus leucocephalus,Bald eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Haliaeetus_leucocephalus_qmv8cs.png
Thalasseus elegans,Elegant tern,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948049/Thalasseus_elegans_udynfr.png
Alectoris chukar,Chukar partridge,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947964/Alectoris_chukar_byrvom.png
Leucophaeus pipixcan,Franklin's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Leucophaeus_pipixcan_yvne2x.png
Ptyonoprogne rupestris,Eurasian crag martin,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Ptyonoprogne_rupestris_cjyj41.png
Falco biarmicus,Lanner falcon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Falco_biarmicus_uh10oq.png
Zonotrichia leucophrys,White-crowned sparrow,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947998/Zonotrichia_leucophrys_urrnra.png
Turdus obscurus,Eyebrowed thrush,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948051/Turdus_obscurus_lxvehn.png
Larus armenicus,Armenian gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Larus_armenicus_zcjahj.png
Passer hispaniolensis,Spanish sparrow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Passer_hispaniolensis_m8owpj.png
