,eventDate,decimalLatitude,decimalLongitude,genus,species
0,2023-06-20,55.88103,10.63933,Anthus,Anthus pratensis
1,2023-06-21,57.52781,10.26156,Phoenicurus,Phoenicurus phoenicurus
2,2023-06-21,56.14275,10.07385,Cuculus,Cuculus canorus
3,2023-06-21,55.80197,8.59652,Sylvia,Sylvia atricapilla
4,2023-06-21,55.94803,11.91597,Circus,Circus aeruginosus
5,2021-06-06,55.70615,9.48173,Luscinia,Luscinia svecica
6,2021-06-06,55.93117,12.30022,Columba,Columba livia
7,2021-06-07,55.56015,12.23643,Hirundo,Hirundo rustica
8,2021-06-02,55.86917,12.41721,Sturnus,Sturnus vulgaris
9,2021-06-07,55.92918,9.20786,Sylvia,Sylvia atricapilla
10,2021-06-06,57.02886,8.94656,Porzana,Porzana porzana
11,2021-06-07,57.73722,10.60642,Pernis,Pernis apivorus
12,2021-06-07,54.96697,8.67417,Charadrius,Charadrius hiaticula
13,2021-06-07,55.78475,12.3232,Streptopelia,Streptopelia decaocto
14,2021-06-07,55.86239,10.56075,Sylvia,Sylvia borin
15,2021-06-07,55.92649,12.49926,Garrulus,Garrulus glandarius
16,2021-06-08,57.74509,10.63559,Larus,Larus marinus
17,2021-06-08,54.84486,11.11163,Anser,Anser anser
18,2021-06-08,55.20089,14.86805,Acrocephalus,Acrocephalus palustris
19,2021-06-08,55.81869,8.5726,Periparus,Periparus ater
20,2021-06-08,55.30511,11.8339,Pavo,Pavo cristatus
21,2021-06-08,55.33436,11.63505,Acrocephalus,Acrocephalus schoenobaenus
22,2021-05-30,55.81922,11.41032,Platalea,Platalea leucorodia
23,2021-06-08,56.12055,9.92391,Vanellus,Vanellus vanellus
24,2021-06-09,55.02311,14.91322,Mergus,Mergus serrator
25,2021-06-09,55.10546,8.68776,Emberiza,Emberiza calandra
26,2021-06-09,57.74509,10.63559,Linaria,Linaria cannabina
27,2021-06-09,54.95389,9.92648,Tadorna,Tadorna tadorna
28,2021-06-09,55.88504,12.38337,Troglodytes,Troglodytes troglodytes
29,2021-06-02,56.12654,9.70168,Ficedula,Ficedula hypoleuca
30,2021-05-14,57.14246,9.27636,Numenius,Numenius phaeopus
31,2021-06-10,55.63723,8.22159,Lanius,Lanius collurio
32,2021-06-10,57.74509,10.63559,Circus,Circus aeruginosus
33,2021-06-10,55.61274,12.34719,Coloeus,Coloeus monedula
34,2021-06-10,56.03909,12.12409,Phasianus,Phasianus colchicus
35,2021-06-10,56.84473,8.36,Pyrrhula,Pyrrhula pyrrhula
36,2021-06-10,56.31687,8.85429,Streptopelia,Streptopelia decaocto
37,2022-02-23,55.54442,12.23989,Pyrrhula,Pyrrhula pyrrhula
38,2022-02-23,55.82342,12.4463,Mergus,Mergus merganser
39,2022-02-23,54.92997,11.24213,Pyrrhula,Pyrrhula pyrrhula
40,2022-02-23,55.78106,12.44616,Bucephala,Bucephala clangula
41,2022-02-23,56.08548,10.18051,Chloris,Chloris chloris
42,2022-02-23,55.81508,9.10287,Grus,Grus grus
43,2022-02-20,55.63609,12.76364,Turdus,Turdus merula
44,2022-02-24,55.67551,12.09248,Haliaeetus,Haliaeetus albicilla
45,2022-02-24,57.22375,9.73849,Anser,Anser albifrons
46,2022-02-25,55.4991,12.20547,Anthus,Anthus pratensis
47,2022-02-25,57.22983,9.81076,Cygnus,Cygnus cygnus
48,2022-02-25,54.9645,9.36961,Dendrocopos,Dendrocopos major
49,2022-02-25,56.84456,9.82588,Spinus,Spinus spinus
50,2022-02-25,55.79255,12.267,Alauda,Alauda arvensis
51,2022-02-25,55.91135,12.28466,Tadorna,Tadorna tadorna
52,2022-02-26,56.64192,8.77828,Coloeus,Coloeus monedula
53,2025-06-30,56.2075,10.25621,Garrulus,Garrulus glandarius
54,2025-06-30,55.7459,12.54903,Aglais,Aglais urticae
55,2025-06-14,55.1545,12.09852,Acrocephalus,Acrocephalus palustris
56,2025-06-30,55.46357,10.51375,Haematopus,Haematopus ostralegus
57,2025-06-30,54.66268,11.95297,Turdus,Turdus philomelos
58,2025-07-01,55.77342,12.53684,Loxia,Loxia curvirostra
59,2025-07-01,55.70472,8.25434,Cygnus,Cygnus olor
60,2025-07-01,56.65665,10.3548,Recurvirostra,Recurvirostra avosetta
61,2025-07-01,57.5826,10.38286,Corvus,Corvus corax
62,2025-07-01,55.22971,11.28202,Turdus,Turdus merula
63,2025-07-01,56.4845,9.99201,Phylloscopus,Phylloscopus collybita
64,2025-07-01,55.54805,12.20809,Phylloscopus,Phylloscopus collybita
65,2025-07-02,55.98049,11.87597,Larus,Larus argentatus
66,2025-07-02,56.21593,10.22449,Turdus,Turdus merula
67,2025-07-02,55.22792,9.40653,Buteo,Buteo buteo
68,2025-07-02,55.92009,11.71437,Mareca,Mareca penelope
69,2021-11-16,55.96582,11.99424,Ardea,Ardea cinerea
70,2021-11-14,55.7023,12.56749,Anser,Anser anser
71,2021-11-16,56.16611,9.36732,Garrulus,Garrulus glandarius
72,2021-11-16,55.36853,10.42793,Corvus,Corvus cornix
73,2021-11-17,55.806,12.55765,Fulica,Fulica atra
74,2021-11-17,55.42358,12.22232,Corvus,Corvus cornix
75,2021-11-17,57.12588,8.61929,Gavia,Gavia stellata
76,2021-11-18,57.00021,8.81507,Cygnus,Cygnus olor
77,2021-11-18,56.2501,9.14947,Pica,Pica pica
78,1987-12-23,55.60134,12.3712,Mergellus,Mergellus albellus
79,1987-12-27,55.67595,12.47707,Fulica,Fulica atra
80,2000-02-24,55.6691,12.01104,Anas,Anas platyrhynchos
81,2021-11-19,55.5182,12.22036,Chloris,Chloris chloris
82,1988-01-17,56.12632,12.26945,Chloris,Chloris chloris
83,1988-01-24,55.47848,12.19674,Larus,Larus argentatus
84,2021-11-20,54.96806,12.56509,Morus,Morus bassanus
85,2025-08-20,56.546,8.76049,Haliaeetus,Haliaeetus albicilla
86,2025-08-20,54.92139,8.64934,Larus,Larus canus
87,2025-08-20,55.77966,12.33486,Sylvia,Sylvia curruca
88,2025-08-21,55.57441,10.17428,Calidris,Calidris alpina
89,2025-08-22,55.33863,8.78065,Columba,Columba palumbus
90,2025-08-22,55.55865,8.07632,Melanitta,Melanitta nigra
91,2025-08-22,56.08648,8.235,Charadrius,Charadrius hiaticula
92,2025-08-22,55.22971,11.28202,Mareca,Mareca strepera
93,2025-08-19,55.84006,12.46955,Strix,Strix aluco
94,2025-07-20,54.97559,8.65291,Numenius,Numenius phaeopus
95,2025-08-18,55.5182,12.22036,Larus,Larus marinus
96,2025-08-24,55.74928,9.95181,Tyto,Tyto alba
97,2025-08-24,55.61274,12.37731,Motacilla,Motacilla flava
98,2025-08-24,54.91044,8.70244,Falco,Falco tinnunculus
99,2025-08-24,55.7134,12.54034,Apus,Apus apus
100,2025-08-24,55.61225,10.59599,Lanius,Lanius collurio
101,2022-02-26,55.87279,12.46551,Columba,Columba oenas
102,2022-02-26,54.92125,9.05305,Emberiza,Emberiza schoeniclus
103,2022-02-26,55.86275,9.99022,Ardea,Ardea cinerea
104,2022-02-26,55.57496,11.53334,Buteo,Buteo buteo
105,2022-02-26,56.0439,9.68704,Certhia,Certhia brachydactyla
106,2022-02-26,55.61123,11.9747,Poecile,Poecile palustris
107,2022-02-26,55.57378,10.19269,Troglodytes,Troglodytes troglodytes
108,2022-02-27,55.34952,11.83241,Pica,Pica pica
109,2022-02-27,55.86673,9.82767,Aegithalos,Aegithalos caudatus
110,1989-12-23,55.60862,12.54377,Cyanistes,Cyanistes caeruleus
111,2022-02-27,54.95048,10.57,Ardea,Ardea cinerea
112,2022-02-27,55.81555,12.39346,Coccothraustes,Coccothraustes coccothraustes
113,2022-02-27,55.56089,10.09062,Tringa,Tringa totanus
114,2022-02-28,55.12335,8.66833,Numenius,Numenius arquata
115,2022-02-28,56.17464,9.37703,Ardea,Ardea alba
116,2022-02-28,54.87363,9.67565,Larus,Larus argentatus
117,2021-11-20,55.55865,8.07632,Calidris,Calidris alba
118,2021-11-20,54.89708,8.64943,Platalea,Platalea leucorodia
119,2001-05-27,55.53369,11.86983,Troglodytes,Troglodytes troglodytes
120,2021-11-21,56.12721,9.98923,Phasianus,Phasianus colchicus
121,2001-06-01,55.59466,11.98304,Sylvia,Sylvia communis
122,2021-11-21,55.6118,11.76599,Accipiter,Accipiter nisus
123,2021-11-21,55.92918,9.20786,Buteo,Buteo buteo
124,2021-11-21,55.93496,8.42554,Cygnus,Cygnus cygnus
125,2021-11-22,54.64488,11.94047,Mergellus,Mergellus albellus
126,2021-11-22,54.72889,11.54336,Cyanistes,Cyanistes caeruleus
127,2021-11-22,55.86829,10.00258,Troglodytes,Troglodytes troglodytes
128,2021-11-21,56.38544,10.50454,Pica,Pica pica
129,2021-11-22,56.21593,10.22449,Mareca,Mareca strepera
130,2021-11-19,56.15398,10.66805,Phalacrocorax,Phalacrocorax carbo
131,2021-11-22,54.72206,10.69399,Somateria,Somateria mollissima
132,2021-11-23,56.38971,9.70669,Turdus,Turdus merula
133,2015-09-03,55.18698,14.96463,Corvus,Corvus cornix
134,2001-01-15,55.55865,8.07632,Emberiza,Emberiza schoeniclus
135,2015-09-04,55.68163,9.74737,Falco,Falco columbarius
136,2015-09-04,57.20598,9.81641,Motacilla,Motacilla alba
137,2015-09-04,55.85039,9.74246,Buteo,Buteo buteo
138,2015-09-04,55.32456,11.96326,Columba,Columba palumbus
139,1986-05-04,55.97604,11.77679,Sylvia,Sylvia atricapilla
140,2015-09-04,56.91362,10.21843,Ardea,Ardea cinerea
141,2001-08-04,55.4991,12.20547,Pluvialis,Pluvialis squatarola
142,2015-09-04,56.84765,10.18088,Phylloscopus,Phylloscopus collybita
143,2015-09-06,55.98049,11.87597,Anas,Anas crecca
144,2015-09-06,55.15165,14.70782,Ardea,Ardea cinerea
145,2015-09-06,55.36765,11.17188,Columba,Columba palumbus
146,2015-09-06,56.01195,9.4841,Motacilla,Motacilla alba
147,2015-09-06,54.74171,11.53241,Ardea,Ardea alba
148,2015-09-06,55.13895,9.99979,Branta,Branta canadensis
149,2025-07-02,55.58556,12.54075,Phalaropus,Phalaropus lobatus
150,2025-07-02,57.09879,9.7835,Haliaeetus,Haliaeetus albicilla
151,2025-07-03,55.47011,10.64778,Motacilla,Motacilla flava
152,2025-07-03,55.47011,10.64778,Aythya,Aythya ferina
153,2025-07-03,55.95855,12.52823,Sylvia,Sylvia atricapilla
154,2025-03-15,57.74509,10.63559,Milvus,Milvus milvus
155,2025-07-03,55.54681,11.38831,Anser,Anser anser
156,2025-07-04,55.64509,12.58039,Sylvia,Sylvia curruca
157,2025-07-04,56.15176,9.38841,Cyanistes,Cyanistes caeruleus
158,2025-07-04,57.17932,9.81301,Motacilla,Motacilla alba
159,2025-07-04,55.22954,11.28145,Sternula,Sternula albifrons
160,2025-07-04,55.85446,8.23863,Anas,Anas crecca
161,2025-07-04,55.58327,8.14476,Thalasseus,Thalasseus sandvicensis
162,2025-06-30,57.04859,9.08802,Limosa,Limosa limosa
163,2025-07-04,55.77636,11.38206,Sterna,Sterna hirundo
164,2025-06-21,55.18208,12.10146,Aythya,Aythya fuligula
165,2025-09-20,57.74509,10.63559,Hydrocoloeus,Hydrocoloeus minutus
166,2025-09-20,55.46137,8.44036,Uria,Uria aalge
167,2025-09-17,56.48182,9.81235,Alcedo,Alcedo atthis
168,2025-09-03,56.006,11.98496,Accipiter,Accipiter nisus
169,2025-09-21,55.27965,8.55921,Calidris,Calidris ferruginea
170,1968-03-24,55.60134,12.3712,Fringilla,Fringilla coelebs
171,2025-09-21,55.36925,12.41563,Falco,Falco tinnunculus
172,2025-09-21,55.85446,8.23863,Ardea,Ardea cinerea
173,2025-09-21,55.62525,12.30282,Mareca,Mareca penelope
174,2025-09-22,54.7358,10.74138,Branta,Branta canadensis
175,2025-09-22,55.41315,10.33829,Hirundo,Hirundo rustica
176,2025-09-22,54.57451,11.96982,Saxicola,Saxicola rubicola
177,2025-09-22,55.64914,12.57383,Turdus,Turdus merula
178,2025-09-18,55.7063,9.537,Hirundo,Hirundo rustica
179,2025-09-23,56.53159,10.82412,Calidris,Calidris alba
180,2025-09-23,56.14275,10.07385,Pluvialis,Pluvialis apricaria
181,1985-08-09,56.22044,10.16205,Ardea,Ardea cinerea
182,2012-01-28,55.80502,12.07267,Sturnus,Sturnus vulgaris
183,2012-01-28,55.58129,12.65989,Chroicocephalus,Chroicocephalus ridibundus
184,2012-01-28,55.17921,9.63165,Pluvialis,Pluvialis apricaria
185,2012-01-28,55.93198,12.5078,Cyanistes,Cyanistes caeruleus
186,2012-01-28,56.91362,10.21843,Circus,Circus cyaneus
187,1987-10-21,54.94912,8.66744,Cygnus,Cygnus olor
188,2012-01-29,55.74857,12.53404,Cyanistes,Cyanistes caeruleus
189,2012-01-29,55.84294,12.03892,Anser,Anser anser
190,2012-01-16,56.68134,8.88404,Cygnus,Cygnus olor
191,2012-01-30,55.97181,11.88359,Dendrocopos,Dendrocopos major
192,2011-07-11,55.74857,12.53404,Chroicocephalus,Chroicocephalus ridibundus
193,2012-01-31,55.86653,9.89569,Parus,Parus major
194,2012-01-22,54.86774,9.9526,Haliaeetus,Haliaeetus albicilla
195,2012-01-15,55.14271,8.48098,Somateria,Somateria mollissima
196,2012-01-31,55.56112,12.5598,Mergus,Mergus serrator
197,2025-09-23,54.92888,8.66532,Gallinago,Gallinago gallinago
198,2025-09-23,55.56837,12.56758,Ardea,Ardea cinerea
199,2025-09-23,55.30611,8.63234,Phalacrocorax,Phalacrocorax carbo
200,2025-09-23,55.60862,12.54377,Haliaeetus,Haliaeetus albicilla
201,2025-09-24,55.53367,8.25992,Acanthis,Acanthis flammea
202,2025-09-24,55.44552,10.30976,Garrulus,Garrulus glandarius
203,2025-09-24,57.10956,9.03939,Mareca,Mareca strepera
204,2025-09-24,55.94477,11.88904,Phoenicurus,Phoenicurus phoenicurus
205,2025-09-23,57.03128,10.00068,Anser,Anser anser
206,2025-09-25,54.72206,10.69399,Somateria,Somateria mollissima
207,2025-09-25,54.88241,9.66703,Phasianus,Phasianus colchicus
208,2025-09-25,55.97604,11.77679,Ardea,Ardea cinerea
209,2025-09-25,57.74509,10.63559,Linaria,Linaria cannabina
210,2025-09-25,57.52781,10.26156,Grus,Grus grus
211,2025-09-25,55.70174,9.5078,Anser,Anser anser
212,2025-09-26,54.55957,11.96971,Linaria,Linaria cannabina
213,2021-06-08,55.70938,9.44703,Apus,Apus apus
214,2021-06-08,55.808,12.35058,Pyrrhula,Pyrrhula pyrrhula
215,2021-06-09,55.9699,11.76003,Vanellus,Vanellus vanellus
216,2021-06-09,55.92009,11.71437,Tachybaptus,Tachybaptus ruficollis
217,2021-06-09,55.71212,12.45551,Luscinia,Luscinia luscinia
218,2021-06-09,55.10546,8.68776,Emberiza,Emberiza calandra
219,2021-06-10,56.10445,10.23191,Mergus,Mergus serrator
220,2021-06-10,54.90949,12.20536,Columba,Columba palumbus
221,2021-06-10,55.5061,11.68349,Haliaeetus,Haliaeetus albicilla
222,2005-03-28,55.13083,8.68573,Buteo,Buteo lagopus
223,2021-06-10,55.56112,12.5598,Calidris,Calidris pugnax
224,2021-06-10,55.03064,15.10233,Spatula,Spatula clypeata
225,2021-06-10,56.33589,10.35198,Tringa,Tringa ochropus
226,2021-06-11,55.87815,9.87592,Cuculus,Cuculus canorus
227,2021-06-10,55.24595,8.66963,Acrocephalus,Acrocephalus schoenobaenus
228,2021-06-11,56.14275,10.07385,Anas,Anas platyrhynchos
229,2022-02-28,55.60341,9.70793,Fringilla,Fringilla montifringilla
230,2022-02-28,55.92294,11.6661,Turdus,Turdus merula
231,2022-02-28,55.80813,12.56612,Parus,Parus major
232,1990-01-13,56.00685,12.31679,Anas,Anas platyrhynchos
233,2022-02-28,57.74509,10.63559,Melanitta,Melanitta nigra
234,2022-02-27,55.14427,9.99784,Branta,Branta leucopsis
235,2022-02-28,54.8821,9.35026,Regulus,Regulus ignicapilla
236,2022-02-28,55.34442,12.1197,Cygnus,Cygnus cygnus
237,2022-02-28,56.24258,8.74402,Prunella,Prunella modularis
238,2022-03-01,55.63202,11.68947,Spinus,Spinus spinus
239,2022-03-01,55.40662,11.55697,Milvus,Milvus milvus
240,2022-03-01,55.28469,11.87645,Ardea,Ardea alba
241,2022-03-01,55.22971,11.28202,Aythya,Aythya fuligula
242,2022-03-01,55.92838,12.52696,Tadorna,Tadorna tadorna
243,2022-03-01,55.02635,15.12148,Larus,Larus marinus
244,2022-03-01,57.75166,10.60397,Fulmarus,Fulmarus glacialis
245,2022-01-12,56.02592,9.92034,Carduelis,Carduelis carduelis
246,2022-01-12,55.74857,12.53404,Turdus,Turdus merula
247,2022-01-12,56.38544,10.50454,Fringilla,Fringilla coelebs
248,2022-01-12,55.85446,8.23863,Corvus,Corvus cornix
249,2022-01-12,56.31242,8.26336,Cygnus,Cygnus olor
250,2022-01-12,55.22792,9.40653,Cygnus,Cygnus cygnus
251,2022-01-13,56.21593,10.22449,Anas,Anas acuta
252,2022-01-13,55.80715,12.34669,Buteo,Buteo buteo
253,2022-01-12,55.33229,10.96384,Phalacrocorax,Phalacrocorax carbo
254,2022-01-13,55.47243,11.13398,Phalacrocorax,Phalacrocorax carbo
255,2022-01-09,55.24294,9.97519,Turdus,Turdus merula
256,2022-01-13,55.74857,12.53404,Aythya,Aythya ferina
257,2022-01-13,55.7593,12.33943,Regulus,Regulus regulus
258,2022-01-13,55.55006,10.20329,Anser,Anser anser
259,2022-01-14,56.47934,10.50607,Cyanistes,Cyanistes caeruleus
260,2022-01-14,56.04039,9.70624,Mergus,Mergus merganser
261,2021-11-07,56.84456,9.82588,Vanellus,Vanellus vanellus
262,2021-11-07,56.07745,12.539,Chloris,Chloris chloris
263,2021-11-07,55.5569,11.39173,Milvus,Milvus milvus
264,2021-11-07,55.74815,11.99909,Falco,Falco peregrinus
265,2021-11-07,55.34448,8.47128,Turdus,Turdus merula
266,2021-11-08,56.4425,10.96145,Calidris,Calidris maritima
267,2021-11-09,56.02747,11.98106,Melanitta,Melanitta nigra
268,2021-11-09,56.03403,9.8344,Anas,Anas crecca
269,2021-11-10,56.0345,9.99273,Pyrrhula,Pyrrhula pyrrhula
270,2021-11-10,57.74509,10.63559,Gavia,Gavia stellata
271,2021-11-10,56.17464,9.37703,Cygnus,Cygnus cygnus
272,2021-11-11,55.71994,12.51972,Cygnus,Cygnus olor
273,2021-11-11,56.9898,10.33241,Anthus,Anthus spinoletta
274,2021-11-12,54.93399,8.6914,Circus,Circus cyaneus
275,2021-11-12,55.5841,12.53318,Pluvialis,Pluvialis apricaria
276,2021-11-12,56.1476,10.23615,Calidris,Calidris maritima
277,2021-11-12,57.12588,8.61929,Somateria,Somateria mollissima
278,2021-11-13,54.83224,11.77249,Mareca,Mareca penelope
279,2021-11-14,55.71994,12.51972,Chroicocephalus,Chroicocephalus ridibundus
280,2021-11-14,55.57615,12.56013,Aythya,Aythya marila
281,2021-11-14,55.12335,8.66833,Ardea,Ardea alba
282,2021-11-14,56.15398,10.66805,Haematopus,Haematopus ostralegus
283,2021-11-14,56.17464,9.37703,Pica,Pica pica
284,2021-11-15,54.87058,11.80878,Branta,Branta leucopsis
285,2021-11-16,56.17464,9.37703,Corvus,Corvus corax
286,2021-11-16,55.86917,12.41721,Corvus,Corvus cornix
287,2021-11-16,54.83547,11.14181,Fringilla,Fringilla coelebs
288,2021-11-16,55.30585,11.99533,Aythya,Aythya fuligula
289,2021-11-12,55.15012,8.64222,Haliaeetus,Haliaeetus albicilla
290,2021-11-17,55.7743,12.35274,Aythya,Aythya ferina
291,2021-11-17,54.82178,11.04057,Anas,Anas platyrhynchos
292,2021-11-18,55.86829,10.00258,Fringilla,Fringilla coelebs
293,2022-01-14,55.74928,9.95181,Turdus,Turdus pilaris
294,2022-01-14,55.96127,9.29332,Cygnus,Cygnus cygnus
295,2022-01-14,55.8302,9.87763,Corvus,Corvus cornix
296,2022-01-14,55.28879,11.85064,Corvus,Corvus corax
297,2022-01-14,56.55895,8.8989,Mergus,Mergus merganser
298,2022-01-11,56.0439,9.68704,Mergus,Mergus merganser
299,2022-01-15,55.60415,8.90232,Spinus,Spinus spinus
300,2022-01-15,55.74928,9.95181,Chloris,Chloris chloris
301,2022-01-14,56.91362,10.21843,Corvus,Corvus frugilegus
302,2022-01-15,55.60323,12.54454,Anas,Anas crecca
303,2022-01-15,54.86009,9.39752,Prunella,Prunella modularis
304,2022-01-15,55.37835,9.24635,Phalacrocorax,Phalacrocorax carbo
305,2022-01-15,55.96851,12.14496,Branta,Branta leucopsis
306,2022-01-15,55.31566,9.29361,Buteo,Buteo buteo
307,2022-01-15,56.49804,8.86245,Rallus,Rallus aquaticus
308,2022-01-15,55.55633,11.28477,Anas,Anas crecca
309,1996-06-09,55.32373,15.18358,Phoenicurus,Phoenicurus phoenicurus
310,1999-08-15,55.32373,15.18358,Chroicocephalus,Chroicocephalus ridibundus
311,2002-11-04,55.32373,15.18358,Erithacus,Erithacus rubecula
312,2012-05-18,55.32373,15.18358,Somateria,Somateria mollissima
313,1982-07-03,55.32373,15.18358,Somateria,Somateria mollissima
314,1998-05-31,55.32373,15.18358,Ficedula,Ficedula parva
315,2003-04-18,55.32373,15.18358,Fringilla,Fringilla montifringilla
316,1985-06-12,55.32373,15.18358,Phylloscopus,Phylloscopus trochilus
317,1977-04-10,55.32373,15.18358,Turdus,Turdus iliacus
318,1984-07-14,55.32373,15.18358,Parus,Parus major
319,1993-06-11,55.32373,15.18358,Carpodacus,Carpodacus erythrinus
320,1998-05-21,55.32373,15.18358,Cuculus,Cuculus canorus
321,1996-11-03,55.32373,15.18358,Emberiza,Emberiza citrinella
322,2008-06-09,55.32373,15.18358,Sylvia,Sylvia atricapilla
323,1992-01-07,55.32373,15.18358,Podiceps,Podiceps grisegena
324,1978-07-27,55.32373,15.18358,Sylvia,Sylvia curruca
325,2022-03-29,56.31951,8.85728,Alauda,Alauda arvensis
326,2022-03-29,55.35608,10.3914,Pyrrhula,Pyrrhula pyrrhula
327,2022-03-29,55.57131,12.57273,Aegithalos,Aegithalos caudatus
328,2022-03-29,55.53462,11.09226,Melanitta,Melanitta nigra
329,2022-03-30,55.65372,11.77802,Corvus,Corvus cornix
330,1990-06-06,55.82342,12.4463,Ardea,Ardea cinerea
331,2022-03-30,55.70615,9.48173,Spatula,Spatula clypeata
332,2022-03-30,55.56031,12.15638,Anas,Anas platyrhynchos
333,2022-03-30,55.74419,12.40055,Corvus,Corvus cornix
334,2022-03-30,55.13086,9.12563,Spatula,Spatula querquedula
335,2022-03-30,54.94829,9.74857,Sturnus,Sturnus vulgaris
336,2022-03-31,54.59638,11.50005,Branta,Branta bernicla
337,2022-03-31,55.22792,9.40653,Spatula,Spatula clypeata
338,2022-03-31,55.37678,12.38434,Dendrocopos,Dendrocopos major
339,2022-03-29,54.98874,12.24323,Phalacrocorax,Phalacrocorax carbo
340,2022-03-31,55.6257,12.50127,Anas,Anas platyrhynchos
341,2018-07-06,55.86829,10.00258,Fringilla,Fringilla coelebs
342,2018-07-07,56.11044,12.19546,Actitis,Actitis hypoleucos
343,2018-07-08,55.50834,9.02164,Falco,Falco tinnunculus
344,2018-07-08,55.12335,8.66833,Tringa,Tringa nebularia
345,2018-07-07,55.70574,8.22876,Anas,Anas crecca
346,2018-07-11,55.85826,10.11398,Tringa,Tringa totanus
347,2018-07-12,56.14275,10.07385,Tringa,Tringa erythropus
348,2018-07-14,55.48289,9.0188,Columba,Columba palumbus
349,2018-07-29,55.12438,10.38471,Mareca,Mareca strepera
350,2018-07-31,56.15701,8.90553,Anas,Anas crecca
351,2018-07-31,55.88494,11.52739,Anser,Anser anser
352,2018-08-01,57.51095,9.99378,Anas,Anas platyrhynchos
353,2018-08-01,54.64393,11.9394,Rallus,Rallus aquaticus
354,2018-08-02,55.95288,10.05992,Corvus,Corvus corax
355,2018-08-03,56.58494,10.33706,Calidris,Calidris pugnax
356,2018-08-04,54.92141,10.26132,Calidris,Calidris alpina
357,2023-01-08,55.08856,9.73809,Gavia,Gavia stellata
358,2023-01-08,55.79472,12.13128,Panurus,Panurus biarmicus
359,2023-01-08,56.2323,10.25399,Turdus,Turdus merula
360,2023-01-08,54.94719,11.11749,Cyanistes,Cyanistes caeruleus
361,2023-01-08,55.91784,8.44739,Cygnus,Cygnus olor
362,2023-01-08,57.59513,9.96807,Arenaria,Arenaria interpres
363,2023-01-08,56.41055,10.79742,Passer,Passer montanus
364,2023-01-06,57.45214,10.42781,Capreolus,Capreolus capreolus
365,2023-01-08,55.6136,11.38159,Milvus,Milvus milvus
366,2023-01-09,55.30718,11.84823,Anser,Anser anser
367,2023-01-08,55.62395,12.19225,Spinus,Spinus spinus
368,2022-12-27,55.90501,8.37008,Vanellus,Vanellus vanellus
369,2023-01-10,55.78885,12.33028,Aythya,Aythya fuligula
370,2023-01-10,54.84486,11.11163,Cyanistes,Cyanistes caeruleus
371,2023-01-10,57.54276,10.42937,Cygnus,Cygnus cygnus
372,2023-01-10,54.94829,9.74857,Mergus,Mergus merganser
373,2023-01-10,54.8105,10.68128,Buteo,Buteo lagopus
374,2023-01-10,55.15602,14.96677,Milvus,Milvus milvus
375,2023-01-10,56.1476,10.23615,Linaria,Linaria flavirostris
376,2023-01-11,55.22792,9.40653,Aythya,Aythya ferina
377,2023-01-11,55.28469,11.87645,Haliaeetus,Haliaeetus albicilla
378,2023-01-12,55.31869,10.20354,Cyanistes,Cyanistes caeruleus
379,2023-01-12,55.90624,8.40937,Ardea,Ardea alba
380,2023-01-12,55.93496,8.42554,Emberiza,Emberiza calandra
381,2023-01-12,55.03311,9.66743,Mergus,Mergus serrator
382,2023-01-12,57.12379,8.59938,Melanitta,Melanitta nigra
383,2023-01-12,56.51409,10.50844,Fringilla,Fringilla coelebs
384,2023-01-13,55.25222,8.65995,Cygnus,Cygnus cygnus
385,2023-01-04,55.21462,9.98398,Panurus,Panurus biarmicus
386,2023-01-13,54.68118,11.72917,Anser,Anser anser
387,2023-01-14,55.36853,10.42793,Coloeus,Coloeus monedula
388,2023-01-14,55.2833,14.7659,Mergus,Mergus merganser
389,2019-06-25,56.41439,10.85668,Sylvia,Sylvia communis
390,2019-06-25,56.14275,10.07385,Mareca,Mareca penelope
391,2019-06-25,56.14645,8.93733,Alcedo,Alcedo atthis
392,2019-06-26,55.62131,10.29974,Cuculus,Cuculus canorus
393,2019-06-26,57.01021,8.86985,Aythya,Aythya ferina
394,2019-06-21,55.92918,9.20786,Anthus,Anthus trivialis
395,2019-06-24,55.30204,12.07126,Crex,Crex crex
396,2019-06-26,55.86917,12.41721,Lanius,Lanius collurio
397,2019-06-26,55.02217,9.76409,Tringa,Tringa glareola
398,2019-06-04,54.62402,11.45259,Vanellus,Vanellus vanellus
399,2019-06-19,55.78425,12.37297,Sylvia,Sylvia curruca
400,2019-06-27,55.40599,12.20467,Anser,Anser anser
401,2019-06-28,57.07465,9.10458,Cuculus,Cuculus canorus
402,1974-03-03,56.01839,12.08141,Parus,Parus major
403,2019-06-28,57.20598,9.81641,Columba,Columba palumbus
404,2019-06-28,57.7252,10.57626,Accipiter,Accipiter nisus
405,2022-02-19,57.74509,10.63559,Rissa,Rissa tridactyla
406,2022-02-19,55.33229,10.96384,Mareca,Mareca strepera
407,2022-02-20,55.66295,12.58165,Erithacus,Erithacus rubecula
408,2022-02-20,55.62996,9.7442,Rallus,Rallus aquaticus
409,2022-02-20,55.98049,11.87597,Emberiza,Emberiza schoeniclus
410,2022-02-20,55.81417,12.31645,Parus,Parus major
411,2022-02-20,56.46434,10.05199,Fringilla,Fringilla coelebs
412,2022-02-20,55.04973,15.12556,Fringilla,Fringilla coelebs
413,2022-02-18,56.93555,10.2268,Aquila,Aquila chrysaetos
414,2022-02-20,56.15565,10.08263,Pica,Pica pica
