species,common_name,status,url,count
Asio flammeus,Short-eared owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947965/Asio_flammeus_tsk64q.png,21410
Chlidonias niger,Black tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947970/Chlidonias_niger_dpdkgd.png,19820
Picus viridis,European green woodpecker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948039/Picus_viridis_xmzkte.png,45802
Columba oenas,Stock dove,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947972/Columba_oenas_dvroru.png,86658
Himantopus himantopus,Black-winged stilt,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948021/Himantopus_himantopus_pyyduk.png,4512
Acrocephalus scirpaceus,Common reed warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948054/Acrocephalus_scirpaceus_jpyey4.png,98984
Luscinia svecica,Bluethroat,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Luscinia_svecica_qzfixl.png,9373
Plectrophenax nivalis,Snow bunting,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Plectrophenax_nivalis_reyygz.png,33675
Alca torda,Razorbill,Extinct,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947964/Alca_torda_swxvi2.png,44691
Anthus petrosus,European rock pipit,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947985/Anthus_petrosus_xhisnm.png,52045
Alle alle,Unknown,Unknown,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947969/Alle_alle_afqgha.png,6472
Certhia familiaris,Eurasian treecreeper,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Certhia_familiaris_vrwfmj.png,69164
Clangula hyemalis,Long-tailed duck,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948009/Clangula_hyemalis_unfna9.png,42411
Apus pallidus,Pallid swift,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Apus_pallidus_irmpnt.png,474
Pandion haliaetus,Osprey,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948034/Pandion_haliaetus_cacqhx.png,101772
Turdus iliacus,Redwing,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947997/Turdus_iliacus_jnz3xb.png,97353
Asio otus,Unknown,Unknown,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947997/Asio_otus_sndbxb.png,18352
Anser fabalis,Taiga bean goose,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Anser_fabalis_d3mw1b.png,11742
Coturnix coturnix,Common quail,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Coturnix_coturnix_ocx5gw.png,17321
Phylloscopus sibillatrix,Wood warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948039/Phylloscopus_sibillatrix_xivllg.png,23546
Calidris minuta,Little stint,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948004/Calidris_minuta_avuro3.png,25170
Limosa lapponica,Bar-tailed godwit,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Limosa_lapponica_f0kqa6.png,76525
Streptopelia orientalis,Oriental turtle dove,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Streptopelia_orientalis_ab5w1d.png,116
Egretta garzetta,Little egret,Extinct,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947973/Egretta_garzetta_psths2.png,6234
Cygnus atratus,Black swan,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948012/Cygnus_atratus_c0xlq3.png,2890
Carpodacus erythrinus,Common rosefinch,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948005/Carpodacus_erythrinus_bpzyyt.png,12000
Lanius excubitor,Great grey shrike,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Lanius_excubitor_cudtvr.png,45771
Milvus migrans,Black kite,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948030/Milvus_migrans_jb9eer.png,18844
Caprimulgus europaeus,European nightjar,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947969/Caprimulgus_europaeus_mljrty.png,9936
Netta rufina,Red-crested pochard,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947984/Netta_rufina_r6pl6h.png,8524
Ciconia ciconia,White stork,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948008/Ciconia_ciconia_yvd3fe.png,19258
Saxicola rubetra,Whinchat,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948044/Saxicola_rubetra_fdgcpn.png,50592
Dryobates minor,Lesser spotted woodpecker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947973/Dryobates_minor_chwqtc.png,10440
Bombycilla garrulus,Bohemian waxwing,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947999/Bombycilla_garrulus_mniip0.png,58643
Calidris melanotos,Pectoral sandpiper,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948004/Calidris_melanotos_npx7ol.png,1365
Branta bernicla,Brant (goose),Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947966/Branta_bernicla_qnrlck.png,21816
Podiceps nigricollis,Black-necked grebe,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948041/Podiceps_nigricollis_anlxwo.png,25528
Aythya collaris,Ring-necked duck,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947965/Aythya_collaris_uwxaeg.png,3095
Gavia immer,Common loon,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948019/Gavia_immer_dnmcsf.png,7100
Turdus torquatus,Ring ouzel,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948051/Turdus_torquatus_ttf2hq.png,25185
Loxia pytyopsittacus,Parrot crossbill,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948027/Loxia_pytyopsittacus_oqizyn.png,8131
Eremophila alpestris,Horned lark,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947974/Eremophila_alpestris_n8xcmn.png,16127
Acrocephalus dumetorum,Blyth's reed warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947962/Acrocephalus_dumetorum_wsruiy.png,1901
Dryocopus martius,Black woodpecker,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947974/Dryocopus_martius_vdzrn7.png,32981
Oenanthe hispanica,Western black-eared wheatear,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Oenanthe_hispanica_wv5rii.png,391
Melanitta americana,Black scoter,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Melanitta_americana_mshuyk.png,2549
Phoenicurus ochruros,Black redstart,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phoenicurus_ochruros_vnaqih.png,44665
Jynx torquilla,Eurasian wryneck,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Jynx_torquilla_gyrvuf.png,9104
Locustella fluviatilis,River warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948026/Locustella_fluviatilis_jh4fdr.png,1726
Oriolus oriolus,Eurasian golden oriole,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Oriolus_oriolus_lqkv30.png,4448
Glareola maldivarum,Oriental pratincole,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Glareola_maldivarum_a1w1yp.png,153
Anser serrirostris,Tundra bean goose,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947982/Anser_serrirostris_cfpire.png,9406
Porzana pusilla,Baillon's crake,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Porzana_pusilla_eo7hed.png,601
Ficedula parva,Red-breasted flycatcher,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948017/Ficedula_parva_mkcmjz.png,4920
Aquila nipalensis,Steppe eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Aquila_nipalensis_mkvsej.png,1957
Remiz pendulinus,Eurasian penduline tit,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948043/Remiz_pendulinus_hp4y3v.png,2767
Pastor roseus,Rosy starling,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948035/Pastor_roseus_zclqw1.png,963
Somateria spectabilis,King eider,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948045/Somateria_spectabilis_qrj5u0.png,2033
Nucifraga caryocatactes,Northern nutcracker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947985/Nucifraga_caryocatactes_nj6nfr.png,2627
Phylloscopus proregulus,Pallas's leaf warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948038/Phylloscopus_proregulus_wwu2vx.png,1221
Circus pygargus,Montagu's harrier,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948009/Circus_pygargus_xn5ire.png,19325
Stercorarius longicaudus,Long-tailed jaeger,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Stercorarius_longicaudus_uf0r6l.png,1805
Larus michahellis,Yellow-legged gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948025/Larus_michahellis_numibb.png,1872
Podiceps auritus,Horned grebe,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948040/Podiceps_auritus_awzivb.png,10438
Phylloscopus humei,Hume's leaf warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948038/Phylloscopus_humei_pxfbgy.png,821
Alopochen aegyptiaca,Egyptian goose,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947970/Alopochen_aegyptiaca_vvkkcr.png,15989
Charadrius morinellus,Eurasian dotterel,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Charadrius_morinellus_ihu9bo.png,6625
Oxyura leucocephala,White-headed duck,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Oxyura_leucocephala_ilrwkj.png,612
Aix galericulata,Mandarin duck,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948055/Aix_galericulata_x9rple.png,2991
Anthus cervinus,Red-throated pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947984/Anthus_cervinus_ywzu4d.png,1202
Ciconia nigra,Black stork,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948008/Ciconia_nigra_ppbqjz.png,1915
Acrocephalus arundinaceus,Great reed warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947962/Acrocephalus_arundinaceus_pwzrxk.png,5360
Poecile montanus,Willow tit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948041/Poecile_montanus_dxdchx.png,6340
Falco rusticolus,Gyrfalcon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947975/Falco_rusticolus_eusaum.png,1610
Anthus richardi,Richard's pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Anthus_richardi_wa9fud.png,1103
Corvus corone,Carrion crow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Corvus_corone_ys3zee.png,15727
Larus hyperboreus,Glaucous gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Larus_hyperboreus_ah2xbz.png,3818
Gavia adamsii,Yellow-billed loon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948019/Gavia_adamsii_cf2qv0.png,1075
Falco vespertinus,Red-footed falcon,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947976/Falco_vespertinus_mvollw.png,5856
Pluvialis dominica,American golden plover,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Pluvialis_dominica_i0luhv.png,488
Anser caerulescens,Snow goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Anser_caerulescens_aiyvyj.png,2037
Phalaropus tricolor,Wilson's phalarope,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948037/Phalaropus_tricolor_rfldm9.png,208
Bubo bubo,Eurasian eagle-owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948000/Bubo_bubo_g51nxe.png,3409
Plegadis falcinellus,Glossy ibis,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Plegadis_falcinellus_ticilp.png,1892
Dendrocoptes medius,Middle spotted woodpecker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Dendrocoptes_medius_f5wvcp.png,1528
Calcarius lapponicus,Lapland longspur,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948002/Calcarius_lapponicus_ibjxvg.png,6553
Circus macrourus,Pallid harrier,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948009/Circus_macrourus_j7rhpd.png,7881
Sylvia nisoria,Barred warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Sylvia_nisoria_nei8hv.png,1158
Gyps fulvus,Eurasian griffon vulture,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948021/Gyps_fulvus_vjyzsa.png,1129
Falco naumanni,Lesser kestrel,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948016/Falco_naumanni_j2yykq.png,85
Calidris subruficollis,Buff-breasted sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948004/Calidris_subruficollis_todrer.png,628
Merops apiaster,European bee-eater,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947983/Merops_apiaster_jlxm4q.png,1663
Tringa melanoleuca,Greater yellowlegs,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948050/Tringa_melanoleuca_rfa48g.png,120
Falco sparverius,American kestrel,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948016/Falco_sparverius_exibjo.png,160
Melanitta perspicillata,Surf scoter,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948029/Melanitta_perspicillata_lwbcnh.png,2235
Phalaropus fulicarius,Red phalarope,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948036/Phalaropus_fulicarius_ojxn7y.png,2314
Microcarbo pygmaeus,Pygmy cormorant,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947983/Microcarbo_pygmaeus_scdxl5.png,653
Aegolius funereus,Boreal owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948054/Aegolius_funereus_jdm5l5.png,663
Oxyura jamaicensis,Ruddy duck,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Oxyura_jamaicensis_jekd2c.png,1463
Tadorna ferruginea,Ruddy shelduck,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947995/Tadorna_ferruginea_qemgwk.png,1856
Calidris falcinellus,Broad-billed sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948002/Calidris_falcinellus_icf1kl.png,6099
Serinus serinus,European serin,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948044/Serinus_serinus_ikhsd2.png,4763
Saxicola maurus,Siberian stonechat,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948044/Saxicola_maurus_sdcbxr.png,295
Calidris bairdii,Baird's sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948002/Calidris_bairdii_dbvepc.png,412
Pinicola enucleator,Pine grosbeak,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948039/Pinicola_enucleator_jazsrw.png,1122
Oceanodroma leucorhoa,Leach's storm petrel,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Oceanodroma_leucorhoa_xbkg4k.png,1376
Curruca subalpina,Moltoni's warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948012/Curruca_subalpina_wtic40.png,31
Cairina moschata,Muscovy duck,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Cairina_moschata_czvdxp.png,2247
Curruca cantillans,Eastern subalpine warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Curruca_cantillans_pvssbo.png,149
Anser indicus,Bar-headed goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Anser_indicus_pahzok.png,3145
Locustella luscinioides,Savi's warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948026/Locustella_luscinioides_jxsojk.png,3324
Aquila pomarina,Lesser spotted eagle,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Aquila_pomarina_g1fy1x.png,1661
Phylloscopus fuscatus,Dusky warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phylloscopus_fuscatus_omkfag.png,768
Aquila fasciata,Bonelli's eagle,Extinct,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Aquila_fasciata_v90exx.png,364
Bubulcus ibis,Western cattle egret,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948000/Bubulcus_ibis_xcivzz.png,1914
Burhinus oedicnemus,Eurasian stone-curlew,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947967/Burhinus_oedicnemus_kkzqz5.png,627
Falco cherrug,Saker falcon,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948016/Falco_cherrug_p3bhkz.png,305
Glareola pratincola,Collared pratincole,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Glareola_pratincola_bxm7uy.png,479
Chlidonias leucopterus,White-winged tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chlidonias_leucopterus_byv4gp.png,2250
Puffinus griseus,Sooty shearwater,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948043/Puffinus_griseus_w3xtoa.png,4333
Fratercula arctica,Atlantic puffin,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947976/Fratercula_arctica_s7zaoz.png,962
Bucephala albeola,Bufflehead,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Bucephala_albeola_rsm39w.png,137
Larus glaucoides,Iceland gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948025/Larus_glaucoides_ubdmgf.png,2135
Branta ruficollis,Red-breasted goose,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948000/Branta_ruficollis_zxm6uy.png,3386
Chlidonias hybrida,Whiskered tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chlidonias_hybrida_sikyk5.png,753
Surnia ulula,Northern hawk-owl,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Surnia_ulula_be2p1s.png,3583
Mareca americana,American wigeon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947982/Mareca_americana_pwf7nj.png,983
Elanus caeruleus,Black-winged kite,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948013/Elanus_caeruleus_d6uqdr.png,1702
Puffinus puffinus,Unknown,Unknown,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947991/Puffinus_puffinus_imaply.png,1063
Galerida cristata,Crested lark,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948018/Galerida_cristata_yz6fne.png,2758
Zonotrichia albicollis,White-throated sparrow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947998/Zonotrichia_albicollis_igpczm.png,387
Upupa epops,Eurasian hoopoe,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948052/Upupa_epops_w1apcc.png,2029
Gavia pacifica,Pacific loon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948019/Gavia_pacifica_ltv2hj.png,737
Setophaga aestiva,Yellow warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948044/Setophaga_aestiva_vc50yv.png,265
Lophodytes cucullatus,Hooded merganser,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948027/Lophodytes_cucullatus_ddbtu8.png,891
Melanitta stejnegeri,Stejneger's scoter,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948029/Melanitta_stejnegeri_yh3tvx.png,890
Phalacrocorax aristotelis,European shag,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948036/Phalacrocorax_aristotelis_n2k57d.png,2346
Melopsittacus undulatus,Budgerigar,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948029/Melopsittacus_undulatus_xdlrmh.png,239
Stercorarius pomarinus,Pomarine jaeger,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948046/Stercorarius_pomarinus_gjhkw7.png,2295
Xema sabini,Sabine's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947998/Xema_sabini_hdkeej.png,815
Turdus atrogularis,Black-throated thrush,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947996/Turdus_atrogularis_vlfdyd.png,1396
Hieraaetus pennatus,Booted eagle,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Hieraaetus_pennatus_sov3w6.png,399
Passerina cyanea,Indigo bunting,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948034/Passerina_cyanea_ta08zr.png,295
Grus canadensis,Sandhill crane,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Grus_canadensis_frzbvp.png,900
Phylloscopus schwarzi,Radde's warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phylloscopus_schwarzi_mtdrw4.png,274
Prunella montanella,Siberian accentor,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Prunella_montanella_qwdr8l.png,576
Luscinia megarhynchos,Common nightingale,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Luscinia_megarhynchos_cjwsr6.png,1365
Emberiza hortulana,Ortolan bunting,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_hortulana_hbyvp5.png,724
Cisticola juncidis,Zitting cisticola,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947971/Cisticola_juncidis_njnnoe.png,156
Lanius senator,Woodchat shrike,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Lanius_senator_pdufnd.png,732
Motacilla tschutschensis,Eastern yellow wagtail,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948031/Motacilla_tschutschensis_dsnn5t.png,51
Athene noctua,Little owl,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947965/Athene_noctua_bw22kr.png,1420
Emberiza pusilla,Little bunting,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_pusilla_u5qmrp.png,1014
Aythya affinis,Lesser scaup,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947996/Aythya_affinis_yfqd0l.png,772
Nycticorax nycticorax,Black-crowned night heron,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Nycticorax_nycticorax_h241ug.png,834
Phylloscopus bonelli,Western Bonelli's warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948037/Phylloscopus_bonelli_oqmucp.png,585
Gypaetus barbatus,Bearded vulture,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948020/Gypaetus_barbatus_k3sqto.png,108
Anser erythropus,Lesser white-fronted goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947979/Anser_erythropus_wdazkx.png,946
Aquila clanga,Greater spotted eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Aquila_clanga_ajn5qi.png,1269
Psittacula krameri,Rose-ringed parakeet,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Psittacula_krameri_mtclt6.png,51
Sula leucogaster,Brown booby,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Sula_leucogaster_fl0cwy.png,128
Geronticus eremita,Northern bald ibis,Extinct,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Geronticus_eremita_deeodt.png,402
Tringa flavipes,Lesser yellowlegs,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948049/Tringa_flavipes_nqbik0.png,615
Sibirionetta formosa,Baikal teal,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Sibirionetta_formosa_lg2b54.png,396
Circaetus gallicus,Short-toed snake eagle,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948008/Circaetus_gallicus_yuiatx.png,1443
Monticola saxatilis,Common rock thrush,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947984/Monticola_saxatilis_pszp9k.png,364
Actitis macularius,Spotted sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948053/Actitis_macularius_zyriki.png,169
Streptopelia turtur,European turtle dove,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Streptopelia_turtur_zzpaqj.png,1405
Phylloscopus trochiloides,Greenish warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948039/Phylloscopus_trochiloides_nkmo29.png,1909
Lanius minor,Lanius,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947979/Lanius_minor_okw7d7.png,236
Apus caffer,White-rumped swift,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947987/Apus_caffer_tymt4o.png,84
Gallinago media,Great snipe,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947976/Gallinago_media_h8gey1.png,914
Melanocorypha bimaculata,Bimaculated lark,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948029/Melanocorypha_bimaculata_xwunj0.png,117
Turdus eunomus,Dusky thrush,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948050/Turdus_eunomus_kxobkl.png,136
Phylloscopus plumbeitarsus,Two-barred warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phylloscopus_plumbeitarsus_krsjfo.png,84
Loxia leucoptera,Two-barred crossbill,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947982/Loxia_leucoptera_hdwtyy.png,3305
Serinus canaria,Atlantic canary,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Serinus_canaria_pzrlb7.png,167
Glareola nordmanni,Black-winged pratincole,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948020/Glareola_nordmanni_rc8v51.png,440
Glaucidium passerinum,Eurasian pygmy owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Glaucidium_passerinum_ukeqd4.png,1727
Branta hutchinsii,Cackling goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948000/Branta_hutchinsii_pu7jid.png,373
Nymphicus hollandicus,Cockatiel,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Nymphicus_hollandicus_d4krb1.png,139
Pagophila eburnea,Ivory gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Pagophila_eburnea_blnemc.png,463
Vanellus leucurus,White-tailed lapwing,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948052/Vanellus_leucurus_rfzxml.png,156
Emberiza chrysophrys,Emberiza,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_chrysophrys_sojdsq.png,92
Tringa stagnatilis,Marsh sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948050/Tringa_stagnatilis_dsnbpa.png,1152
