title,url
hotspot,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775209708/hotspots_bfo9av.png
hotspot,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775209702/hotspots_vs_parks_kz2ncs.png
sampling_effort,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775209713/temporal_sampling_effort_grquzk.png
sampling_effort,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775209713/sampling_effort_map_hpbtww.png
species_richness,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775209719/IMG_3653_hydfk6.png
species_richness,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775209719/species_accumulation_curve_xhmkh5.png
